full_text
Pantai Kelapa Kunjir | Rating: 4 | Komentar: tiket lumayan murah dibanding pantai sekitar nya... Bisa ngopi smbil ngadem di rerumputan
Pantai Dewi Mandapa Pesawaran | Rating: 5 | Komentar: Tak terkatakan indahnya
Pantai Dewi Mandapa Pesawaran | Rating: 5 | Komentar: Tpt rekreasi yg bagus untuk menghilangkan kebisingan kota
Pantai Dewi Mandapa Pesawaran | Rating: 3 | Komentar: akses jalan menuju wisata jelek dan berbatu batu
"Pantai Dewi Mandapa Pesawaran | Rating: 5 | Komentar: Alam yg bagus dan belum banyak terjamah oleh tangan2 orang nakal,,"
"Pantai Dewi Mandapa Pesawaran | Rating: 3 | Komentar: 2021 baru nyoba kesini,masuk kena 55rb (5 orang plus mobil). lokasi agak kotor, krn kesana jam 11an, air pasang nggak terlihat ada pasir d tengah pantai."
Pantai Dewi Mandapa Pesawaran | Rating: 5 | Komentar: Bagus
"Pantai Dewi Mandapa Pesawaran | Rating: 3 | Komentar: Bagus, hanya saja skeng kurang terawat."
"Pantai Dewi Mandapa Pesawaran | Rating: 4 | Komentar: Pengalaman pantai yang berbeda, dengan air yang tenang dan hutan bakau yang lebat. Suasananya seperti pantai di Indonesia Timur."
Pantai Dewi Mandapa Pesawaran | Rating: 3 | Komentar: The beach is empty and there's just a few visitors maybe because it has poor access and there's still no good management on this location. One of the artificial wood bridge is broken so we can't access the bridge and take some picture on it. They charge 50k for a car. It's also has just a little sand area. In my opinion it's still not a recommended place to visit.
"Pantai Dewi Mandapa Pesawaran | Rating: 4 | Komentar: Tempatnya cantik, banyak pilihan tempat main.. mau sekedar foto ato main air seru bgt. Banyak umang2, kerang, pasirnya putih.. ada kapal yg bisa disewa kalauau keliling pulau sekitar..
Sepi, jadi berasa pantai pribadi.. 
Hanya saja jalan masuknya kira2 500 meter sebelum pintu gerbang masih tanah. Kalau hujan jd becek gak ada ojek 
Disarankan musim kemarau aja kesana, biar jalannya gak becek."
"Pantai Mahitam | Rating: 5 | Komentar: Datang kesini pagi2 banget, suasananya sepi, air lautnya jernih, tempatnya bersih, suasananya tenang."
"Pantai Mahitam | Rating: 3 | Komentar: 10mei kesini mayan lh tpi kalau bisa harga masuk pulau ny di kurangi jdi 10k sebab kalau 20k dengan fasilitas yg biasa aja+ayunan kurng deh walaupun view nya lumayan bagus, tpi ya kemahalan ga sih apalgi org kn dateng kadang cumn foto doang"
Pantai Mahitam | Rating: 5 | Komentar: Secakep itu pengen balik lagi pokoknya
"Pantai Mahitam | Rating: 4 | Komentar: Secara spot bagus, cukup bersih dan cukup sepi. Paling enak kalau datang duluan karna bisa dapet sweet spot. Cocok buat nglamun galau

Yang tanya pasir timbul, per 11 Okt 2024 ukuranya tinggal setengah. Jadi gak bisa buat nyebrang meski posisi surut. Kalo nekat bisa setengah sedada orang dewasa. Mungkin dah erosi.

Untuk fasilitas cukup minus, cuman ada gubuk beberapa, tempat jualan cuman 1. Jadi usakan bawa bekal dari luar

Biaya masuk pulau mahitam 10k per kepala
Kapal 1 rombongan 150k pp
Parkir 5k
Pantai 35k motor"
"Pantai Mahitam | Rating: 1 | Komentar: Biaya penyebrangan pulau naik, tiket masuk naik, pantai kotor, tidak terawat"
Pantai Mahitam | Rating: 5 | Komentar: Keindahan alam laut yang masih alami
Pantai Mahitam | Rating: 3 | Komentar: banyak pungli
"Pantai Mahitam | Rating: 4 | Komentar: Fasilitas pulau perlu ditingkatkan, untuk pantainya sebagian besar bersih hanya dibeberapa bagian saja kotor akibat bawaan dari darat"
Pantai Mahitam | Rating: 5 | Komentar: Sangat baguss
"Pantai Mahitam | Rating: 4 | Komentar: Bagus jika dikelola dengan baik. tapi sayangnya kurang begitu mendapat perhatian, bahkan terkesan terbengkalai"
"Pantai Mahitam | Rating: 2 | Komentar: Gimana tidak sepi pantai diLampung, pantainya bagus namun banyak calo nya, itu sangat menyebalkan, bagaimana tidak, kami parkir motor untuk camp namun yg dihitung orangnya bukan motornya. Mana petugasnya cablak kalau ngomong, no say tks dll. Belum lagi kami bayar kapal untuk menyebarang, besok nya ketika mau balik mereka minta charge 50.000 dengan alibi mau dianter sampai tempat parkir dan pantai lagi surut jadi tidak bisa besandar. Hadehh, alhasil kita diturunin ditengah tengah laut, untung air surut.

Petugas pantai mahitamnya oke baget servicenya, namun dipantai mangrove sebelum kami menyebrang, sangat tidak terdidik!"
Pantai Mahitam | Rating: 5 | Komentar: Lumayan bagus
Pantai Mahitam | Rating: 1 | Komentar: Mahal
Pantai Mahitam | Rating: 5 | Komentar: Serasa pulau pribadi..keren banget
"Pantai Mahitam | Rating: 5 | Komentar: Ramai pengunjung, akses jalan mudah"
Pantai Mahitam | Rating: 5 | Komentar: Tempat yg masih asri...ombak laut nyapun tidak besar..nyaman buat ajak anak2
Pantai Mahitam | Rating: 4 | Komentar: Sudah ke 3x nya ke pulau ini tapi waktu kesini dulu pantai nya bagus dan terawat banyak yang jualan tapi sekarang tidak terawat dan banyak rumput yang sudah tinggi2 dan banyak gubuk yg rusak atap nya tolong donk buat pemerintah setempat dikelola yg lebih baik lagi
Pantai Mahitam | Rating: 4 | Komentar: Rasa oke
Pantai Mahitam | Rating: 5 | Komentar: Bagus banget pas kesana hari Senin jadi ga begitu rame berasa pulau pribadi
"Pantai Mahitam | Rating: 5 | Komentar: Pantai bersih Harga terjangkau Baik tiket masuk ongkos perahu Parkiran aman Kalau mau puas mulai dari pagi sampai sore Jangan lupa bawa bekal makanan dan air
Saat jam 3-5 kita bisa berjalan di laut yg airnya sudah surut"
Pantai Mahitam | Rating: 4 | Komentar: Pantainya (laut) bersih
"Pantai Mahitam | Rating: 2 | Komentar: Tolong ya kk nomer saya di apus dari pantai mahitam ini,"
"Pantai Mahitam | Rating: 5 | Komentar: Sudah sering ke sini, pantainya bersih"
"Pantai Mahitam | Rating: 5 | Komentar: Pantai dan pulaunya bagus, pasirnya putih dan airnya tenang. Fasilitas yang ada di area pantainya juga memadai, ada rumah ibadah (mushala), kamar mandi, warung.."
"Pantai Mahitam | Rating: 5 | Komentar: Pasirnya haluussss, kalau menyeberang pakai speedboat, bisa sampe sunset, ada mushola di pulau ini, namun oenjual makanan tidak ada sepertinya, pada siang hari bisa menyeberang tanpa kapan, cukup ikuti pasir yang ada ditengah lautnya saja, namun kalau sore dan malam pasir itu tertutup air yang cukup tinggi"
"Pantai Mahitam | Rating: 4 | Komentar: Bagus buat photo spotnya,dan yg terutama buat snorkeling mantab dan menyenangkan"
"Pantai Mahitam | Rating: 5 | Komentar: Serasa Pantai pribadi. Indomie seleraku kalau disana, kalua bisa bawa makanan sendiri . sewa kapal 350k kesana PP. ok lah .

bebas mau berapa lama disana. tapi hati2 dgn STONE FISH.

air jernih, bisa untuk acara besar."
"Pantai Mahitam | Rating: 5 | Komentar: Great experience, mahitam island is clean and have great facility, the staff are cleaning regularly."
"Pantai Mahitam | Rating: 4 | Komentar: Masuk ke penyebrangan pantai mahitam permobil bayar 50rb, padahal hanya numpang lewat ga stay di pantai itu, lalu nyebrang pakai perahu perorang dikenai biaya 20rb pp, juga untuk masuk ke mahitamnya perorang 20rb, pantai bersih, pasirnya halus, mushola dan kamar bilas juga bersih, sayang untuk saung harus bayar lagi"
Pantai Mahitam | Rating: 5 | Komentar: a beach that you must visit with friends or family
"Pantai Mahitam | Rating: 5 | Komentar: aaanNTTaaaaaPPPP
Jo*deg@ @deg*os gnaNddeg@ @deg*os
(y)@deg*(y);)*SiipSiip*({})(y)*deg@(y)"
Pantai Mahitam | Rating: 5 | Komentar: Enak untuk beraktifitas air di sekitar Lamoung
"Pantai Mahitam | Rating: 4 | Komentar: Pantai asri,
Banyak saung yg bisa disewakan (60k/ saung ) serta ban & kano.
Ada sisi pantai yg terdapat palung, jadi harus perhatikan lokasi berenang.
Kamar mandi banyak tapi ketersediaan air tidak merata.
Banana boat & donuts boat biasanya 30k-45k/orang."
"Pantai Mahitam | Rating: 5 | Komentar: Kurang terawat, wahana sudh tidak ada hanya pemandangan alamnya indah dan menyusuri pasir timbulnya seru"
"Pantai Mahitam | Rating: 5 | Komentar: Good so Nature, but still need more maintanance"
Pantai Mahitam | Rating: 4 | Komentar: Seruu
Pantai Mahitam | Rating: 4 | Komentar: Keren n masih asri
Pantai Mahitam | Rating: 5 | Komentar: Setiap tahun pasti ke sini
Pantai Mahitam | Rating: 5 | Komentar: Sangat bagus tempat nya
Pantai Mahitam | Rating: 5 | Komentar: Pantai nya bersih
"Pantai Mahitam | Rating: 3 | Komentar: Pantai ny bagus, sayang sekali tapi harus bayar 2x"
"Pantai Mahitam | Rating: 4 | Komentar: Bagus , air nya bersih pas pergi sih Saptu enak sepi ,, nyebrang dari ketapang , cuma harus bawa makanan ga ada yang jualan ,"
Pantai Mahitam | Rating: 5 | Komentar: Wah jan mantap tenan pantainya jos gandos paporit dah pokonya
"Pantai Mahitam | Rating: 5 | Komentar: Pantai yg indah, memiliki sisi pantai yg tenang & bergelombang. Separuh hati ku tinggal d sna utk dijmput suatu saat nnti."
"Pantai Mahitam | Rating: 5 | Komentar: Nice island to spend your weekend with your family, plenty of coconut tree but the weather is hot, beware for the mosquitos attack! Price for boat is 20K per person."
"Pantai Mahitam | Rating: 5 | Komentar: ganeun gili bipojang dororo eoryeobjiman, haebyeoneun aju manjogseureoun gos. ggaeggeushan badawa isaegjeogin seom"
Pantai Mahitam | Rating: 5 | Komentar: Pantai ter chill
Pantai Mahitam | Rating: 5 | Komentar: pantai yang indah
"Pantai Mahitam | Rating: 5 | Komentar: Salah satu tempat wisata yg menyediakan pengalaman berbeda, keren"
Pantai Batu Mandi | Rating: 5 | Komentar: Tempat yang sangat menarik
Pantai Batu Mandi | Rating: 5 | Komentar: Pondok tahfizh quran dan arab
Pantai Batu Mandi | Rating: 5 | Komentar: Suasana pantainya asri dan nyaman...
Pantai Batu Mandi | Rating: 5 | Komentar: Lumayan teduh
Pantai Batu Mandi | Rating: 5 | Komentar: Alternatif pantai di lampung yang gak terlalu ramai sampai liburan tiba. Pantainya ga terlalu luas
Pantai Batu Mandi | Rating: 5 | Komentar: Mantap
Pantai Batu Mandi | Rating: 4 | Komentar: Menyenangkan
"Pantai Batu Mandi | Rating: 5 | Komentar: Pantai bersih enak nyaman untuk anak anak. Tetapi gak ada WC kalau BAB susah kalau bilas 5k kalau hanya kencing boleh free.
Tiket masuk 50k sudah sama parkir termasuk lumayan murah la.
Sedikit ulasan tempat ya sudah ganti nama jadi ""BENSAM"""
Pantai Batu Mandi | Rating: 5 | Komentar: Pantai ternyaman
Pantai Batu Mandi | Rating: 5 | Komentar: Pantai nya aman buat renang dan menikmati holiday beesama keluarga ya di sini
Pantai Batu Mandi | Rating: 5 | Komentar: Masih bersih guyss
Pantai Batu Mandi | Rating: 4 | Komentar: dulu namanya pantai batu mandi sekarang jadi pantai bensam. btw gue udh review di google maps pantai bensamnya
"Pantai Batu Mandi | Rating: 5 | Komentar: Nyaman, Bersih,"
Pantai Batu Mandi | Rating: 5 | Komentar: Nyaman
Pantai Batu Mandi | Rating: 5 | Komentar: Bagus
"Pantai Batu Mandi | Rating: 5 | Komentar: Pantainya bersih, wc Bersih dan kerawat, harga masuk sangat terjangkau, ada pondokan juga. Pantainya cocok buat Family Gathering, Kumpul Keluarga, Dll. Parkiran luas, lahan luas, tempatnya adem karena banyak pohonnya"
Pantai Batu Mandi | Rating: 4 | Komentar: Sangat bagus
Pantai Batu Mandi | Rating: 3 | Komentar: Ya lumayan buat sekedar hiburan
Pantai Batu Mandi | Rating: 5 | Komentar: Bagusss
Pantai Batu Mandi | Rating: 5 | Komentar: Buat santai ok lah
Pantai Batu Mandi | Rating: 5 | Komentar: Pantai yg terbilang baru dan cukup indah dengan air yg tenang untuk berenang. Kamar bilas yg bersih dan harga masuk yg relatif murah
Pantai Batu Mandi | Rating: 5 | Komentar: Cucian numpuk ke Queen laundry aj
"Pantai Batu Mandi | Rating: 5 | Komentar: Pantainya bersih bisa untuk mandi, santai, Menikmati udara segar."
Pantai Batu Mandi | Rating: 5 | Komentar: Pantai yang asri enak buat keluarga makanan nya enak okay
"Pantai Batu Mandi | Rating: 5 | Komentar: Bagus, murah"
Pantai Batu Mandi | Rating: 5 | Komentar: Pagi hari cocok untuk relax
"Pantai Batu Mandi | Rating: 4 | Komentar: Tempat Acara keluarga, Grup ataupun Lainnya. sekaligus rekreasi pantai"
Pantai Batu Mandi | Rating: 5 | Komentar: Masih alami dan enak untuk mandi
Pantai Batu Mandi | Rating: 5 | Komentar: Alhamdulillah PPAI slalu dihati.
Pantai Batu Mandi | Rating: 5 | Komentar: Namanya jadi pantai Bensam (Benteng Samudra) pantainya sepi dan bersih
Pantai Batu Mandi | Rating: 5 | Komentar: Kadar garam lebih banyak dan pantai cukup baik dan terawat masih asri dikit bang idir
Pantai Batu Mandi | Rating: 4 | Komentar: Pantai sejuk.bagus
Pantai Batu Mandi | Rating: 5 | Komentar: Bagus
Pantai Batu Mandi | Rating: 5 | Komentar: Syukaa
Pantai Batu Mandi | Rating: 5 | Komentar: Mengasyikan.
Pantai Batu Mandi | Rating: 5 | Komentar: Udah bagus. Namanya jadi pantai bensam sekarang
Pantai Batu Mandi | Rating: 5 | Komentar: Oke lah sip
Pantai Batu Mandi | Rating: 5 | Komentar: Indah sekali tempat ini
Pantai Batu Mandi | Rating: 4 | Komentar: Bagus
Pantai Batu Mandi | Rating: 1 | Komentar: No comment
Pantai Batu Mandi | Rating: 3 | Komentar: Sip
"Pasir Timbul, Pantai Sari Ringgung, Pesawaran. Lampung | Rating: 5 | Komentar: Yaallah senangnya ada pantai bagus utk renang deket dari pusat kota bandar lampung enak banget buat renang, saking bersihnya udh kaya renang di kolam renang"
"Pasir Timbul, Pantai Sari Ringgung, Pesawaran. Lampung | Rating: 5 | Komentar: Berasa surgaaaa"
"Pasir Timbul, Pantai Sari Ringgung, Pesawaran. Lampung | Rating: 5 | Komentar: There is nothing here and I hope it stays that way. We spent a wonderful time here until the tide came in and emerged the Pasir Timbul."
"Pasir Timbul, Pantai Sari Ringgung, Pesawaran. Lampung | Rating: 5 | Komentar: Pantai unik yang wajib dikunjungi di Lampung. Untuk menuju ke pantai ini, bisa menyewa kapal dari dermaga di Pantai Sari Ringgung karena lokasinya berada di tengah laut."
"Pasir Timbul, Pantai Sari Ringgung, Pesawaran. Lampung | Rating: 5 | Komentar: Indah.. klo gak mau di bilang cantik.. pemandangan nya 360' bisa ke arah pegunungan atau ke lautan.. walau berhenti sejenak, tapi mengasyikkan.."
"Pasir Timbul, Pantai Sari Ringgung, Pesawaran. Lampung | Rating: 5 | Komentar: Tempat yg indah bagai d surga manusia bijaksana"
"Pasir Timbul, Pantai Sari Ringgung, Pesawaran. Lampung | Rating: 5 | Komentar: Good Of The Blue Sea..."
"Pasir Timbul, Pantai Sari Ringgung, Pesawaran. Lampung | Rating: 5 | Komentar: Tempatnya bagus, pemandangannya indah, cocok untuk di kunjungi"
"Pasir Timbul, Pantai Sari Ringgung, Pesawaran. Lampung | Rating: 5 | Komentar: Salah satu list destinasi yang wajib di kunjungi kalau lagi explore lampung.
Lokasinya bisa di akses baik dari pantai sari ringgung atau dari Ketapang.
Pasir timbul ini sendiri ada di wisata sari ringgung yang ada di tengah laut.
Biaya masuknya 25k.
Utk pasir timbulnya sendiri tergantung kondisi alam ya, pas air laut lagi surut di situ baru kelihatan pasirnya."
"Pasir Timbul, Pantai Sari Ringgung, Pesawaran. Lampung | Rating: 5 | Komentar: Pantai nya keren, harus mampir kalau ke lampung"
"Pasir Timbul, Pantai Sari Ringgung, Pesawaran. Lampung | Rating: 5 | Komentar: oke lah untuk berenang mantaps juga"
"Pasir Timbul, Pantai Sari Ringgung, Pesawaran. Lampung | Rating: 5 | Komentar: Udah berkali2 kesini dan selalu takjub sm pemandangannya, pasir putihnya. Yg lg liburan ke Bandar Lampung jgn smpe lewatin ke pulau yg 1 ini yah. Video lengkapnya bs cek di yutup Alam's Journey......"
"Pasir Timbul, Pantai Sari Ringgung, Pesawaran. Lampung | Rating: 5 | Komentar: Keren"
"Pasir Timbul, Pantai Sari Ringgung, Pesawaran. Lampung | Rating: 5 | Komentar: Air jernih,, pantai bersih.... Indah sejauh mata memandang"
"Pasir Timbul, Pantai Sari Ringgung, Pesawaran. Lampung | Rating: 5 | Komentar: Pasilitasnya di upgrade lagi"
"Pasir Timbul, Pantai Sari Ringgung, Pesawaran. Lampung | Rating: 4 | Komentar: Rekomended lah pokoknya..
Cocok untuk renang anak2"
"Pasir Timbul, Pantai Sari Ringgung, Pesawaran. Lampung | Rating: 5 | Komentar: Cheap entrance fee, around 10k per person, unfortunately when i got there noon around 13.00 the water has risen so we decided to swin in shallow waters."
"Pasir Timbul, Pantai Sari Ringgung, Pesawaran. Lampung | Rating: 5 | Komentar: Asik"
"Pasir Timbul, Pantai Sari Ringgung, Pesawaran. Lampung | Rating: 5 | Komentar: Stay holiday in Timbul Island.. senang banget, airnya bersih benih, pasirnya lembut, dan pasir timbulnya keren cuzz liburan kesini lebih private"
"Pasir Timbul, Pantai Sari Ringgung, Pesawaran. Lampung | Rating: 5 | Komentar: Pulau terkecil sedunia, paling enak untuk berenang."
"Pasir Timbul, Pantai Sari Ringgung, Pesawaran. Lampung | Rating: 5 | Komentar: Pantai bersih. Untuk ke pasir timbul harus naik kapal dan cuma ada jam2 tertentu pas air surut. Kata orang disana kalo pas dateng lagi surut sih bisa nyebrang lewat pasirnya tapi pas saya datang airnya lagi pasang. Sayang fasilitas umum disana masih kurang. Toilet seadanya, ga ada tempat berteduh yg proper juga kalau hujan"
"Pasir Timbul, Pantai Sari Ringgung, Pesawaran. Lampung | Rating: 5 | Komentar: Kangen lampung pengen kesini lagi"
"Pasir Timbul, Pantai Sari Ringgung, Pesawaran. Lampung | Rating: 5 | Komentar: Pantai nya bersih.. Air nya jernih.. Anak2 seru main pasir kumpulin kerang"
"Pasir Timbul, Pantai Sari Ringgung, Pesawaran. Lampung | Rating: 5 | Komentar: Bagus tempat nya bersih dan gk kotor"
"Pasir Timbul, Pantai Sari Ringgung, Pesawaran. Lampung | Rating: 1 | Komentar: foto2 doang diminta uang 25rb perorang..
padahal cuma 5 menit..
belum lagi kapal juga dimintai uang..
not recommended deh..view n terumbu karangnya juga biasa saja"
"Pasir Timbul, Pantai Sari Ringgung, Pesawaran. Lampung | Rating: 4 | Komentar: Mantab pantainya. Hanya pengelolaannya harus di perhatikan lagi. Kalau mau ke sana mending waktu pukul 14.00 atau lebih di saat air surut agar pasirnya lebih luas kelihatan..."
"Pasir Timbul, Pantai Sari Ringgung, Pesawaran. Lampung | Rating: 5 | Komentar: beautiful beach"
"Pasir Timbul, Pantai Sari Ringgung, Pesawaran. Lampung | Rating: 5 | Komentar: Bagus indah"
"Pasir Timbul, Pantai Sari Ringgung, Pesawaran. Lampung | Rating: 5 | Komentar: Pasir bersih, luas, putih, instagramable banget"
"Pasir Timbul, Pantai Sari Ringgung, Pesawaran. Lampung | Rating: 5 | Komentar: Masuk menggunakan mobil membayar 50 ribu jika menginap atau ngecat satu orang 25 ribu pantainya sangat indah masih bersih dan asri penjagaan yang juga dilakukan dengan baik oleh masyarakat atau penjaga pantai setempat pengelolaan area parkir dan pantainya cukup baik sangat rekomendasi untuk yang ingin berlibur kepantai juga sering terdapat event yang dilakukan di pantai mahitam pemandangan pohon kelapa dan juga snorkeling dapat dilakukan dengan pemandangan bawah laut yang juga cukup bagus."
"Pasir Timbul, Pantai Sari Ringgung, Pesawaran. Lampung | Rating: 4 | Komentar: Tempat nyo kecil.."
"Pasir Timbul, Pantai Sari Ringgung, Pesawaran. Lampung | Rating: 4 | Komentar: Ongkos 1 ketek/kapal 500 rb an ,, biaya masuk 25 rb 1 orang , mandi /bilas 25 rb 1 derijen,, siap in duit lebih ya"
"Pasir Timbul, Pantai Sari Ringgung, Pesawaran. Lampung | Rating: 4 | Komentar: Sayang seribu kali sayang kenapa jln menuju pantai di tutup klo mau nyebrang harus bayar 350ribu"
"Pasir Timbul, Pantai Sari Ringgung, Pesawaran. Lampung | Rating: 4 | Komentar: Pantai Pasir Timbul. Tiket masuk Rp.25.000 Datanglah sekitar jam 2 siang karena saat itu mulai surut dan Pasir Timbul Bisa Terlihat."
"Pasir Timbul, Pantai Sari Ringgung, Pesawaran. Lampung | Rating: 5 | Komentar: Sukaaaaa"
"Pasir Timbul, Pantai Sari Ringgung, Pesawaran. Lampung | Rating: 5 | Komentar: Such a beautiful place."
